"","Name","Description","coords.x1","coords.x2","coords.x3"
"331","Lee","<div>Zone 3</div> <div>SE12 9JG</div> <div>Latitude: 51.449459</div> <div>Longitude: 0.013365</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Lee"">More info</a> </div>",0.013365,51.449459,0
"332","Leicester Square","<div>Zone 1</div> <div>WC2H 0AP</div> <div>Latitude: 51.511291</div> <div>Longitude: -0.128242</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Leicester Square"">More info</a> </div>",-0.128242,51.511291,0
"333","Lewisham","<div>Zone 2,3</div> <div>SE13 7RY</div> <div>Latitude: 51.464881</div> <div>Longitude: -0.012433</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Lewisham"">More info</a> </div>",-0.012433,51.464881,0
"334","Leyton","<div>Zone 3</div> <div>E10 5PS</div> <div>Latitude: 51.558132</div> <div>Longitude: -0.006465</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Leyton"">More info</a> </div>",-0.006465,51.558132,0
"335","Leyton Midland Road","<div>Zone 3</div> <div>E10 6JT</div> <div>Latitude: 51.569364</div> <div>Longitude: -0.008066</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Leyton Midland Road"">More info</a> </div>",-0.008066,51.569364,0
"336","Leytonstone","<div>Zone 3,4</div> <div>E11 1HE</div> <div>Latitude: 51.568522</div> <div>Longitude: 0.00914</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Leytonstone"">More info</a> </div>",0.00914,51.568522,0
"337","Leytonstone High Road","<div>Zone 3</div> <div>E11 4RE</div> <div>Latitude: 51.563807</div> <div>Longitude: 0.008254</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Leytonstone High Road"">More info</a> </div>",0.008254,51.563807,0
"338","Limehouse","<div>Zone 2</div> <div>E14 7JD</div> <div>Latitude: 51.512312</div> <div>Longitude: -0.03938</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Limehouse"">More info</a> </div>",-0.03938,51.512312,0
"339","Liverpool Street","<div>Zone 1</div> <div>EC2M 7PR</div> <div>Latitude: 51.517598</div> <div>Longitude: -0.08225</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Liverpool Street"">More info</a> </div>",-0.08225,51.517598,0
"340","Lloyd Park","<div>Zone 3,4,5,6</div> <div>CR0 5RA</div> <div>Latitude: 51.364276</div> <div>Longitude: -0.080746</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Lloyd Park"">More info</a> </div>",-0.080746,51.364276,0
"341","London Bridge","<div>Zone 1</div> <div>SE1 2SW</div> <div>Latitude: 51.504674</div> <div>Longitude: -0.086006</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=London Bridge"">More info</a> </div>",-0.086006,51.504674,0
"342","London City Airport","<div>Zone 3</div> <div>E16 2DS</div> <div>Latitude: 51.50369</div> <div>Longitude: 0.047873</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=London City Airport"">More info</a> </div>",0.047873,51.50369,0
"343","London Fields","<div>Zone 2</div> <div>E8 3PH</div> <div>Latitude: 51.540719</div> <div>Longitude: -0.0577</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=London Fields"">More info</a> </div>",-0.0577,51.540719,0
"344","Loughborough Junction","<div>Zone 2</div> <div>SW9 8SA</div> <div>Latitude: 51.466679</div> <div>Longitude: -0.102497</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Loughborough Junction"">More info</a> </div>",-0.102497,51.466679,0
"345","Loughton","<div>Zone 6</div> <div>IG10 4PD</div> <div>Latitude: 51.64157</div> <div>Longitude: 0.055279</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Loughton"">More info</a> </div>",0.055279,51.64157,0
"346","Lower Sydenham","<div>Zone 4</div> <div>SE26 5AU</div> <div>Latitude: 51.424847</div> <div>Longitude: -0.03333</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Lower Sydenham"">More info</a> </div>",-0.03333,51.424847,0
"347","Maida Vale","<div>Zone 2</div> <div>W9 1JS</div> <div>Latitude: 51.529995</div> <div>Longitude: -0.185433</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Maida Vale"">More info</a> </div>",-0.185433,51.529995,0
"348","Malden Manor","<div>Zone 4</div> <div>KT3 5PN</div> <div>Latitude: 51.38461</div> <div>Longitude: -0.26112</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Malden Manor"">More info</a> </div>",-0.26112,51.38461,0
"349","Manor House","<div>Zone 2,3</div> <div>N4 1BZ</div> <div>Latitude: 51.570747</div> <div>Longitude: -0.095685</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Manor House"">More info</a> </div>",-0.095685,51.570747,0
"350","Manor Park","<div>Zone 3,4</div> <div>E12 5EP</div> <div>Latitude: 51.552854</div> <div>Longitude: 0.045724</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Manor Park"">More info</a> </div>",0.045724,51.552854,0
"351","Mansion House","<div>Zone 1</div> <div>EC4N 6JD</div> <div>Latitude: 51.512092</div> <div>Longitude: -0.094198</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Mansion House"">More info</a> </div>",-0.094198,51.512092,0
"352","Marble Arch","<div>Zone 1</div> <div>W1C 2JS</div> <div>Latitude: 51.513965</div> <div>Longitude: -0.158571</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Marble Arch"">More info</a> </div>",-0.158571,51.513965,0
"353","Maryland","<div>Zone 3</div> <div>E15 1SA</div> <div>Latitude: 51.545668</div> <div>Longitude: 0.005682</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Maryland"">More info</a> </div>",0.005682,51.545668,0
"354","Marylebone","<div>Zone 1</div> <div>NW1 6JJ</div> <div>Latitude: 51.522397</div> <div>Longitude: -0.163493</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Marylebone"">More info</a> </div>",-0.163493,51.522397,0
"355","Maze Hill","<div>Zone 3</div> <div>SE10 9XG</div> <div>Latitude: 51.483014</div> <div>Longitude: 0.003205</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Maze Hill"">More info</a> </div>",0.003205,51.483014,0
"356","Merton Park","<div>Zone 3,4,5,6</div> <div>SW19 3HA</div> <div>Latitude: 51.413392</div> <div>Longitude: -0.201342</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Merton Park"">More info</a> </div>",-0.201342,51.413392,0
"357","Mile End","<div>Zone 2</div> <div>E3 4DH</div> <div>Latitude: 51.525311</div> <div>Longitude: -0.032666</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Mile End"">More info</a> </div>",-0.032666,51.525311,0
"358","Mill Hill Broadway","<div>Zone 4</div> <div>NW7 2JU</div> <div>Latitude: 51.612871</div> <div>Longitude: -0.249537</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Mill Hill Broadway"">More info</a> </div>",-0.249537,51.612871,0
"359","Mill Hill East","<div>Zone 4</div> <div>NW7 1BS</div> <div>Latitude: 51.608317</div> <div>Longitude: -0.209896</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Mill Hill East"">More info</a> </div>",-0.209896,51.608317,0
"360","Mitcham","<div>Zone 3,4,5,6</div> <div>CR4 4BD</div> <div>Latitude: 51.397489</div> <div>Longitude: -0.170872</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Mitcham"">More info</a> </div>",-0.170872,51.397489,0
"361","Mitcham Eastfields","<div>Zone 3</div> <div>CR4 2ND</div> <div>Latitude: 51.408384</div> <div>Longitude: -0.154002</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Mitcham Eastfields"">More info</a> </div>",-0.154002,51.408384,0
"362","Mitcham Junction","<div>Zone 4</div> <div>CR4 4HN</div> <div>Latitude: 51.393043</div> <div>Longitude: -0.157437</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Mitcham Junction"">More info</a> </div>",-0.157437,51.393043,0
"363","Monument","<div>Zone 1</div> <div>EC4R 9AA</div> <div>Latitude: 51.51063</div> <div>Longitude: -0.086188</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Monument"">More info</a> </div>",-0.086188,51.51063,0
"364","Moor Park","<div>Zone 6,7</div> <div>HA6 2JQ</div> <div>Latitude: 51.629931</div> <div>Longitude: -0.432913</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Moor Park"">More info</a> </div>",-0.432913,51.629931,0
"365","Moorgate","<div>Zone 1</div> <div>EC2M 6TX</div> <div>Latitude: 51.518437</div> <div>Longitude: -0.089018</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Moorgate"">More info</a> </div>",-0.089018,51.518437,0
"366","Morden","<div>Zone 4</div> <div>SM4 5AZ</div> <div>Latitude: 51.402186</div> <div>Longitude: -0.194852</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Morden"">More info</a> </div>",-0.194852,51.402186,0
"367","Morden Road","<div>Zone 3,4,5,6</div> <div>SW19 3BX</div> <div>Latitude: 51.408872</div> <div>Longitude: -0.192806</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Morden Road"">More info</a> </div>",-0.192806,51.408872,0
"368","Morden South","<div>Zone 4</div> <div>SM4 5AN</div> <div>Latitude: 51.396308</div> <div>Longitude: -0.200302</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Morden South"">More info</a> </div>",-0.200302,51.396308,0
"369","Mornington Crescent","<div>Zone 2</div> <div>NW1 2JA</div> <div>Latitude: 51.534362</div> <div>Longitude: -0.138744</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Mornington Crescent"">More info</a> </div>",-0.138744,51.534362,0
"370","Mortlake","<div>Zone 3</div> <div>SW14 8LN</div> <div>Latitude: 51.468168</div> <div>Longitude: -0.267203</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Mortlake"">More info</a> </div>",-0.267203,51.468168,0
"371","Motspur Park","<div>Zone 4</div> <div>KT3 6JJ</div> <div>Latitude: 51.39532</div> <div>Longitude: -0.23944</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Motspur Park"">More info</a> </div>",-0.23944,51.39532,0
"372","Mottingham","<div>Zone 4</div> <div>SE9 4EN</div> <div>Latitude: 51.439825</div> <div>Longitude: 0.050324</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Mottingham"">More info</a> </div>",0.050324,51.439825,0
"373","Mudchute","<div>Zone 2</div> <div>E14 9UW</div> <div>Latitude: 51.491236</div> <div>Longitude: -0.01496</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Mudchute"">More info</a> </div>",-0.01496,51.491236,0
"374","Neasden","<div>Zone 3</div> <div>NW10 1PH</div> <div>Latitude: 51.554628</div> <div>Longitude: -0.250115</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Neasden"">More info</a> </div>",-0.250115,51.554628,0
"375","New Addington","<div>Zone 3,4,5,6</div> <div>CR0 0DE</div> <div>Latitude: 51.342591</div> <div>Longitude: -0.017383</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=New Addington"">More info</a> </div>",-0.017383,51.342591,0
"376","New Barnet","<div>Zone 5</div> <div>EN5 1QT</div> <div>Latitude: 51.648537</div> <div>Longitude: -0.17297</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=New Barnet"">More info</a> </div>",-0.17297,51.648537,0
"377","New Beckenham","<div>Zone 4</div> <div>BR3 1QW</div> <div>Latitude: 51.416706</div> <div>Longitude: -0.035305</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=New Beckenham"">More info</a> </div>",-0.035305,51.416706,0
"378","New Cross","<div>Zone 2</div> <div>SE14 6LD</div> <div>Latitude: 51.476429</div> <div>Longitude: -0.032279</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=New Cross"">More info</a> </div>",-0.032279,51.476429,0
"379","New Cross Gate","<div>Zone 2</div> <div>SE14 6AR</div> <div>Latitude: 51.475265</div> <div>Longitude: -0.039529</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=New Cross Gate"">More info</a> </div>",-0.039529,51.475265,0
"380","New Eltham","<div>Zone 4</div> <div>SE9 2AB</div> <div>Latitude: 51.437691</div> <div>Longitude: 0.070445</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=New Eltham"">More info</a> </div>",0.070445,51.437691,0
"381","New Malden","<div>Zone 4</div> <div>KT3 4PX</div> <div>Latitude: 51.403556</div> <div>Longitude: -0.256218</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=New Malden"">More info</a> </div>",-0.256218,51.403556,0
"382","New Southgate","<div>Zone 4</div> <div>N11 1QH</div> <div>Latitude: 51.614094</div> <div>Longitude: -0.14301</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=New Southgate"">More info</a> </div>",-0.14301,51.614094,0
"383","Newbury Park","<div>Zone 4</div> <div>IG2 7RN</div> <div>Latitude: 51.575638</div> <div>Longitude: 0.090303</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Newbury Park"">More info</a> </div>",0.090303,51.575638,0
"384","Norbiton","<div>Zone 5</div> <div>KT2 7AZ</div> <div>Latitude: 51.411909</div> <div>Longitude: -0.2842</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Norbiton"">More info</a> </div>",-0.2842,51.411909,0
"385","Norbury","<div>Zone 3</div> <div>SW16 3RW</div> <div>Latitude: 51.411189</div> <div>Longitude: -0.122799</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Norbury"">More info</a> </div>",-0.122799,51.411189,0
"386","North Acton","<div>Zone 2,3</div> <div>W3 6UP</div> <div>Latitude: 51.523432</div> <div>Longitude: -0.25973</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=North Acton"">More info</a> </div>",-0.25973,51.523432,0
"387","North Dulwich","<div>Zone 2,3</div> <div>SE21 7BX</div> <div>Latitude: 51.454482</div> <div>Longitude: -0.087919</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=North Dulwich"">More info</a> </div>",-0.087919,51.454482,0
"388","North Ealing","<div>Zone 3</div> <div>W5 3AF</div> <div>Latitude: 51.517622</div> <div>Longitude: -0.288994</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=North Ealing"">More info</a> </div>",-0.288994,51.517622,0
"389","North Greenwich","<div>Zone 2,3</div> <div>SE10 0PH</div> <div>Latitude: 51.500255</div> <div>Longitude: 0.003586</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=North Greenwich"">More info</a> </div>",0.003586,51.500255,0
"390","North Harrow","<div>Zone 5</div> <div>HA2 7SR</div> <div>Latitude: 51.584631</div> <div>Longitude: -0.362633</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=North Harrow"">More info</a> </div>",-0.362633,51.584631,0
"391","North Sheen","<div>Zone 3</div> <div>TW9 4QA</div> <div>Latitude: 51.46542</div> <div>Longitude: -0.286397</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=North Sheen"">More info</a> </div>",-0.286397,51.46542,0
"392","North Wembley","<div>Zone 4</div> <div>HA0 3NT</div> <div>Latitude: 51.562396</div> <div>Longitude: -0.303948</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=North Wembley"">More info</a> </div>",-0.303948,51.562396,0
"393","Northfields","<div>Zone 3</div> <div>W13 9QU</div> <div>Latitude: 51.500492</div> <div>Longitude: -0.315065</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Northfields"">More info</a> </div>",-0.315065,51.500492,0
"394","Northolt","<div>Zone 5</div> <div>UB5 4AA</div> <div>Latitude: 51.548213</div> <div>Longitude: -0.368441</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Northolt"">More info</a> </div>",-0.368441,51.548213,0
"395","Northolt Park","<div>Zone 5</div> <div>UB5 4XE</div> <div>Latitude: 51.557619</div> <div>Longitude: -0.359434</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Northolt Park"">More info</a> </div>",-0.359434,51.557619,0
"396","Northumberland Park","<div>Zone 3</div> <div>N17 0HY</div> <div>Latitude: 51.602016</div> <div>Longitude: -0.054132</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Northumberland Park"">More info</a> </div>",-0.054132,51.602016,0
"397","Northwick Park","<div>Zone 4</div> <div>HA3 0AT</div> <div>Latitude: 51.578509</div> <div>Longitude: -0.318199</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Northwick Park"">More info</a> </div>",-0.318199,51.578509,0
"398","Northwood","<div>Zone 6</div> <div>HA6 2XL</div> <div>Latitude: 51.611214</div> <div>Longitude: -0.423838</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Northwood"">More info</a> </div>",-0.423838,51.611214,0
"399","Northwood Hills","<div>Zone 6</div> <div>HA6 1NZ</div> <div>Latitude: 51.600803</div> <div>Longitude: -0.409311</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Northwood Hills"">More info</a> </div>",-0.409311,51.600803,0
"400","Norwood Junction","<div>Zone 4</div> <div>SE25 5AG</div> <div>Latitude: 51.396954</div> <div>Longitude: -0.07521</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Norwood Junction"">More info</a> </div>",-0.07521,51.396954,0
"401","Notting Hill Gate","<div>Zone 1,2</div> <div>W11 3HT</div> <div>Latitude: 51.509375</div> <div>Longitude: -0.195922</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Notting Hill Gate"">More info</a> </div>",-0.195922,51.509375,0
"402","Nunhead","<div>Zone 2</div> <div>SE15 3XE</div> <div>Latitude: 51.46658</div> <div>Longitude: -0.05368</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Nunhead"">More info</a> </div>",-0.05368,51.46658,0
"403","Oakleigh Park","<div>Zone 4</div> <div>EN5 1BU</div> <div>Latitude: 51.637676</div> <div>Longitude: -0.166195</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Oakleigh Park"">More info</a> </div>",-0.166195,51.637676,0
"404","Oakwood","<div>Zone 5</div> <div>N14 4UT</div> <div>Latitude: 51.647638</div> <div>Longitude: -0.131854</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Oakwood"">More info</a> </div>",-0.131854,51.647638,0
"405","Ockendon","<div>Zone 7</div> <div>RM15 6PD</div> <div>Latitude: 51.52199</div> <div>Longitude: 0.290483</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Ockendon"">More info</a> </div>",0.290483,51.52199,0
"406","Old Street","<div>Zone 1</div> <div>EC1V 9NR</div> <div>Latitude: 51.525581</div> <div>Longitude: -0.087623</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Old Street"">More info</a> </div>",-0.087623,51.525581,0
"407","Orpington","<div>Zone 6</div> <div>BR6 0SX</div> <div>Latitude: 51.37352</div> <div>Longitude: 0.089029</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Orpington"">More info</a> </div>",0.089029,51.37352,0
"408","Osterley","<div>Zone 4</div> <div>TW7 4PU</div> <div>Latitude: 51.481217</div> <div>Longitude: -0.352096</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Osterley"">More info</a> </div>",-0.352096,51.481217,0
"409","Oval","<div>Zone 2</div> <div>SE11 4PP</div> <div>Latitude: 51.481413</div> <div>Longitude: -0.113321</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Oval"">More info</a> </div>",-0.113321,51.481413,0
"410","Oxford Circus","<div>Zone 1</div> <div>W1C 2JS</div> <div>Latitude: 51.515223</div> <div>Longitude: -0.140836</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Oxford Circus"">More info</a> </div>",-0.140836,51.515223,0
"411","Paddington","<div>Zone 1</div> <div>W2 1RH</div> <div>Latitude: 51.515394</div> <div>Longitude: -0.175737</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Paddington"">More info</a> </div>",-0.175737,51.515394,0
"412","Palmers Green","<div>Zone 4</div> <div>N13 4PN</div> <div>Latitude: 51.618787</div> <div>Longitude: -0.110273</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Palmers Green"">More info</a> </div>",-0.110273,51.618787,0
"413","Park Royal","<div>Zone 3</div> <div>W5 3EL</div> <div>Latitude: 51.526834</div> <div>Longitude: -0.284929</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Park Royal"">More info</a> </div>",-0.284929,51.526834,0
"414","Parsons Green","<div>Zone 2</div> <div>SW6 4HU</div> <div>Latitude: 51.47496</div> <div>Longitude: -0.201124</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Parsons Green"">More info</a> </div>",-0.201124,51.47496,0
"415","Peckham Rye","<div>Zone 2</div> <div>SE15 5DQ</div> <div>Latitude: 51.469511</div> <div>Longitude: -0.069984</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Peckham Rye"">More info</a> </div>",-0.069984,51.469511,0
"416","Penge East","<div>Zone 4</div> <div>SE20 7BQ</div> <div>Latitude: 51.419975</div> <div>Longitude: -0.054495</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Penge East"">More info</a> </div>",-0.054495,51.419975,0
"417","Penge West","<div>Zone 4</div> <div>SE20 8NU</div> <div>Latitude: 51.418063</div> <div>Longitude: -0.060646</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Penge West"">More info</a> </div>",-0.060646,51.418063,0
"418","Perivale","<div>Zone 4</div> <div>UB6 7NP</div> <div>Latitude: 51.536342</div> <div>Longitude: -0.32307</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Perivale"">More info</a> </div>",-0.32307,51.536342,0
"419","Petts Wood","<div>Zone 5</div> <div>BR5 1LZ</div> <div>Latitude: 51.388599</div> <div>Longitude: 0.07448</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Petts Wood"">More info</a> </div>",0.07448,51.388599,0
"420","Phipps Bridge","<div>Zone 3,4,5,6</div> <div>CR4 3QN</div> <div>Latitude: 51.403377</div> <div>Longitude: -0.182297</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Phipps Bridge"">More info</a> </div>",-0.182297,51.403377,0
"421","Piccadilly Circus","<div>Zone 1</div> <div>W1J 9HS</div> <div>Latitude: 51.509697</div> <div>Longitude: -0.133712</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Piccadilly Circus"">More info</a> </div>",-0.133712,51.509697,0
"422","Pimlico","<div>Zone 1</div> <div>SW1V 2JA</div> <div>Latitude: 51.489553</div> <div>Longitude: -0.133108</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Pimlico"">More info</a> </div>",-0.133108,51.489553,0
"423","Pinner","<div>Zone 5</div> <div>HA5 5LZ</div> <div>Latitude: 51.592362</div> <div>Longitude: -0.381224</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Pinner"">More info</a> </div>",-0.381224,51.592362,0
"424","Plaistow","<div>Zone 3</div> <div>E13 0DY</div> <div>Latitude: 51.531288</div> <div>Longitude: 0.017781</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Plaistow"">More info</a> </div>",0.017781,51.531288,0
"425","Plumstead","<div>Zone 4</div> <div>SE18 7EA</div> <div>Latitude: 51.489792</div> <div>Longitude: 0.0843</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Plumstead"">More info</a> </div>",0.0843,51.489792,0
"426","Ponders End","<div>Zone 5</div> <div>EN3 4LA</div> <div>Latitude: 51.642731</div> <div>Longitude: -0.034525</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Ponders End"">More info</a> </div>",-0.034525,51.642731,0
"427","Pontoon Dock","<div>Zone 3</div> <div>E16 2SB</div> <div>Latitude: 51.502216</div> <div>Longitude: 0.033326</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Pontoon Dock"">More info</a> </div>",0.033326,51.502216,0
"428","Poplar","<div>Zone 2</div> <div>E14 0DS</div> <div>Latitude: 51.507588</div> <div>Longitude: -0.017275</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Poplar"">More info</a> </div>",-0.017275,51.507588,0
"429","Preston Road","<div>Zone 4</div> <div>HA3 0PS</div> <div>Latitude: 51.572104</div> <div>Longitude: -0.294972</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Preston Road"">More info</a> </div>",-0.294972,51.572104,0
"430","Prince Regent","<div>Zone 3</div> <div>E16 3HE</div> <div>Latitude: 51.509435</div> <div>Longitude: 0.033489</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Prince Regent"">More info</a> </div>",0.033489,51.509435,0
"431","Pudding Mill Lane","<div>Zone 2,3</div> <div>E15 2PH</div> <div>Latitude: 51.534328</div> <div>Longitude: -0.012769</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Pudding Mill Lane"">More info</a> </div>",-0.012769,51.534328,0
"432","Purfleet","<div>Zone 7</div> <div>RM16 1PL</div> <div>Latitude: 51.481173</div> <div>Longitude: 0.236775</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Purfleet"">More info</a> </div>",0.236775,51.481173,0
"433","Purley","<div>Zone 6</div> <div>CR8 2AP</div> <div>Latitude: 51.337364</div> <div>Longitude: -0.113614</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Purley"">More info</a> </div>",-0.113614,51.337364,0
"434","Purley Oaks","<div>Zone 6</div> <div>CR2 0ND</div> <div>Latitude: 51.346989</div> <div>Longitude: -0.098815</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Purley Oaks"">More info</a> </div>",-0.098815,51.346989,0
"435","Putney","<div>Zone 2,3</div> <div>SW15 1RT</div> <div>Latitude: 51.460953</div> <div>Longitude: -0.216603</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Putney"">More info</a> </div>",-0.216603,51.460953,0
"436","Putney Bridge","<div>Zone 2</div> <div>SW6 3UH</div> <div>Latitude: 51.467865</div> <div>Longitude: -0.209365</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Putney Bridge"">More info</a> </div>",-0.209365,51.467865,0
"437","Queens Park","<div>Zone 2</div> <div>NW6 6HJ</div> <div>Latitude: 51.534313</div> <div>Longitude: -0.204798</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Queens Park"">More info</a> </div>",-0.204798,51.534313,0
"438","Queens Road Peckham","<div>Zone 2</div> <div>SE15 2JR</div> <div>Latitude: 51.474285</div> <div>Longitude: -0.057355</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Queens Road Peckham"">More info</a> </div>",-0.057355,51.474285,0
"439","Queensbury","<div>Zone 4</div> <div>HA8 5NP</div> <div>Latitude: 51.593883</div> <div>Longitude: -0.286332</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Queensbury"">More info</a> </div>",-0.286332,51.593883,0
"440","Queenstown Road","<div>Zone 2</div> <div>SW8 3RX</div> <div>Latitude: 51.474959</div> <div>Longitude: -0.147355</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Queenstown Road"">More info</a> </div>",-0.147355,51.474959,0
"441","Queensway","<div>Zone 1</div> <div>W2 4SS</div> <div>Latitude: 51.510449</div> <div>Longitude: -0.18742</div> <div> <a href=""https://www.doogal.co.uk/StationMap.php?station=Queensway"">More info</a> </div>",-0.18742,51.510449,0
